YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT SILKING","PROGRESS, 5 YEAR AVG in PCT SILKING","PROGRESS, PREVIOUS YEAR in PCT SILKING","PROGRESS in PCT DOUGH","PROGRESS, 5 YEAR AVG in PCT DOUGH","PROGRESS, PREVIOUS YEAR in PCT DOUGH","PROGRESS in PCT DENTED","PROGRESS, 5 YEAR AVG in PCT DENTED","PROGRESS, PREVIOUS YEAR in PCT DENTED","PROGRESS in PCT MATURE","PROGRESS, 5 YEAR AVG in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
2002,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2002-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",37,45," "
2002,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2002-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51,60," "
2002,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2002-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,74," "
2002,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2002-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,84," "
2002,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2002-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,92," "
2002,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2002-11-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,96," "
2002,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",2002-11-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,98," "
2003,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2003-09-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,9," "
2003,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2003-09-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,15," "
2003,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2003-09-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18,23," "
2003,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2003-10-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,33," "
2003,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2003-10-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",39,44," "
2003,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2003-10-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",56,58," "
2003,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2003-10-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",72,72," "
2003,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2003-11-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",85,83," "
2003,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2003-11-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,91," "
2003,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2003-11-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,95," "
2004,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2004-09-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,7," "
2004,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2004-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,12," "
2004,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2004-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",16,19," "
2004,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2004-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",23,28," "
2004,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2004-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",34,39," "
2004,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2004-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",44,53," "
2004,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2004-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",55,68," "
2004,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2004-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",65,80," "
2004,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2004-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",76,89," "
2004,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2004-11-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,94," "
2004,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",2004-11-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,97," "
2004,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",2004-11-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,99," "
2005,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2005-09-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,7," "
2005,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2005-09-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11,11," "
2005,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2005-09-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18,18," "
2005,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2005-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",26,26," "
2005,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2005-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",36,36," "
2005,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2005-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",49,48," "
2005,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2005-10-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",65,62," "
2005,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2005-10-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",80,74," "
2005,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2005-11-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,84," "
2005,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2005-11-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,91," "
2006,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2006-09-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,6," "
2006,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2006-09-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,10," "
2006,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2006-09-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13,15," "
2006,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2006-10-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20,23," "
2006,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2006-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",29,32," "
2006,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2006-10-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",41,43," "
2006,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2006-10-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",53,57," "
2006,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2006-10-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",68,71," "
2006,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2006-11-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",81,82," "
2006,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2006-11-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,90," "
2006,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2006-11-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,95," "
2006,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",2006-11-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,98," "
2007,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2007-09-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8,5," "
2007,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2007-09-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14,9," "
2007,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2007-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",22,14," "
2007,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2007-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",31,20," "
2007,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2007-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",42,30," "
2007,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2007-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",53,41," "
2007,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2007-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",60,55," "
2007,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2007-10-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",73,69," "
2007,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2007-11-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,80," "
2007,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2007-11-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,89," "
2007,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2007-11-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,94," "
2008,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2008-09-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,14," "
2008,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2008-09-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,21," "
2008,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2008-10-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14,30," "
2008,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2008-10-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",21,41," "
2008,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2008-10-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",29,53," "
2008,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2008-10-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",39,66," "
2008,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2008-11-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",55,79," "
2008,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2008-11-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",71,88," "
2008,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2008-11-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",78,94," "
2008,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",2008-11-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89,97," "
2009,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2009-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,18," "
2009,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2009-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,25," "
2009,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2009-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13,35," "
2009,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2009-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",17,46," "
2009,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2009-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20,58," "
2009,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2009-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",25,71," "
2009,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2009-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",37,82," "
2009,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2009-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",54,89," "
2009,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",2009-11-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",68,94," "
2009,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",2009-11-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,97," "
2009,"US TOTAL","  ","  ","   ","WEEK #49","CORN, GRAIN",2009-12-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88," "," "
2009,"US TOTAL","  ","  ","   ","WEEK #50","CORN, GRAIN",2009-12-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92," "," "
2009,"US TOTAL","  ","  ","   ","WEEK #51","CORN, GRAIN",2009-12-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95," "," "
2010,"US TOTAL","  ","  ","   ","WEEK #35","CORN, GRAIN",2010-09-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,4," "
2010,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2010-09-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11,6," "
2010,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2010-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18,10," "
2010,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2010-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,15," "
2010,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2010-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",37,21," "
2010,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2010-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51,30," "
2010,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2010-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",68,39," "
2010,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2010-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,49," "
2010,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2010-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,61," "
2010,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2010-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,73," "
2011,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2011-09-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,11," "
2011,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2011-09-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15,16," "
2011,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2011-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",21,23," "
2011,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2011-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",33,32," "
2011,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2011-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",47,41," "
2011,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2011-10-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",65,51," "
2011,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2011-10-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",78,62," "
2011,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2011-11-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,73," "
2011,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2011-11-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,82," "
2011,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2011-11-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,88," "
2012,"US TOTAL","  ","  ","   ","WEEK #33","CORN, GRAIN",2012-08-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,1," "
2012,"US TOTAL","  ","  ","   ","WEEK #34","CORN, GRAIN",2012-08-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,2," "
2012,"US TOTAL","  ","  ","   ","WEEK #35","CORN, GRAIN",2012-09-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,3," "
2012,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2012-09-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15,5," "
2012,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2012-09-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",26,9," "
2012,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2012-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",39,13," "
2012,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2012-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",54,20," "
2012,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2012-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",69,28," "
2012,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2012-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,38," "
2012,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2012-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,49," "
2012,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2012-10-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,60," "
2012,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2012-11-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,71," "
2013,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2013-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,10," "
2013,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2013-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,16," "
2013,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2013-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,23," "
2013,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2013-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",39,53," "
2013,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2013-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,62," "
2013,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2013-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",73,71," "
2013,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2013-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",84,79," "
2014,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2014-09-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,9,4
2014,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2014-09-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,15,7
2014,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2014-09-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,23,11
2014,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2014-10-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",17,32," "
2014,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2014-10-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",24,43," "
2014,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2014-10-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",31,53,38
2014,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2014-10-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",46,65,56
2014,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2014-11-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",65,73,71
2014,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2014-11-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",80,80,82
2014,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2014-11-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89,88,90
2014,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",2014-11-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,92,94
2015,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2015-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,9,4
2015,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2015-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,15,7
2015,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2015-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18,23,11
2015,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2015-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,32,16
2015,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2015-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",42,43,23
2015,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2015-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,54,30
2015,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2015-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,68,44
2015,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2015-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",85,79,62
2015,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2015-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,88,78
2015,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2015-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,94,88
